frame_index,color_timestamp_usec,depth_timestamp_usec,color_path,depth_path
1,0,268533,color/frame_000001.jpg,depth/frame_000001.png
2,301866,301866,color/frame_000002.jpg,depth/frame_000002.png
3,335200,335166,color/frame_000003.jpg,depth/frame_000003.png
4,368500,368533,color/frame_000004.jpg,depth/frame_000004.png
5,401844,401855,color/frame_000005.jpg,depth/frame_000005.png
6,435166,435200,color/frame_000006.jpg,depth/frame_000006.png
7,468500,468533,color/frame_000007.jpg,depth/frame_000007.png
8,501844,501866,color/frame_000008.jpg,depth/frame_000008.png
9,535177,535200,color/frame_000009.jpg,depth/frame_000009.png
10,568522,568533,color/frame_000010.jpg,depth/frame_000010.png
11,601855,601866,color/frame_000011.jpg,depth/frame_000011.png
12,635188,635200,color/frame_000012.jpg,depth/frame_000012.png
13,668533,668533,color/frame_000013.jpg,depth/frame_000013.png
14,701866,701822,color/frame_000014.jpg,depth/frame_000014.png
15,735166,735200,color/frame_000015.jpg,depth/frame_000015.png
16,768500,768522,color/frame_000016.jpg,depth/frame_000016.png
17,801833,801866,color/frame_000017.jpg,depth/frame_000017.png
18,835166,835188,color/frame_000018.jpg,depth/frame_000018.png
19,868500,868533,color/frame_000019.jpg,depth/frame_000019.png
20,901833,901855,color/frame_000020.jpg,depth/frame_000020.png
21,935166,935200,color/frame_000021.jpg,depth/frame_000021.png
22,968500,968522,color/frame_000022.jpg,depth/frame_000022.png
23,1001833,1001866,color/frame_000023.jpg,depth/frame_000023.png
24,1035177,1035188,color/frame_000024.jpg,depth/frame_000024.png
25,1068500,1068533,color/frame_000025.jpg,depth/frame_000025.png
26,1101844,1101855,color/frame_000026.jpg,depth/frame_000026.png
27,1135166,1135200,color/frame_000027.jpg,depth/frame_000027.png
28,1168511,1168522,color/frame_000028.jpg,depth/frame_000028.png
29,1201833,1201866,color/frame_000029.jpg,depth/frame_000029.png
30,1235177,1235188,color/frame_000030.jpg,depth/frame_000030.png
31,1268500,1268533,color/frame_000031.jpg,depth/frame_000031.png
32,1301833,1301866,color/frame_000032.jpg,depth/frame_000032.png
33,1335177,1335200,color/frame_000033.jpg,depth/frame_000033.png
34,1368511,1368511,color/frame_000034.jpg,depth/frame_000034.png
35,1401844,1401866,color/frame_000035.jpg,depth/frame_000035.png
36,1435177,1435188,color/frame_000036.jpg,depth/frame_000036.png
37,1468500,1468533,color/frame_000037.jpg,depth/frame_000037.png
38,1501844,1501866,color/frame_000038.jpg,depth/frame_000038.png
39,1535177,1535200,color/frame_000039.jpg,depth/frame_000039.png
40,1568511,1568511,color/frame_000040.jpg,depth/frame_000040.png
41,1601844,1601866,color/frame_000041.jpg,depth/frame_000041.png
42,1635177,1635177,color/frame_000042.jpg,depth/frame_000042.png
43,1668500,1668533,color/frame_000043.jpg,depth/frame_000043.png
44,1701833,1701866,color/frame_000044.jpg,depth/frame_000044.png
45,1735177,1735200,color/frame_000045.jpg,depth/frame_000045.png
46,1768511,1768522,color/frame_000046.jpg,depth/frame_000046.png
47,1801833,1801866,color/frame_000047.jpg,depth/frame_000047.png
48,1835177,1835200,color/frame_000048.jpg,depth/frame_000048.png
49,1868511,1868533,color/frame_000049.jpg,depth/frame_000049.png
50,1901844,1901844,color/frame_000050.jpg,depth/frame_000050.png
51,1935166,1935200,color/frame_000051.jpg,depth/frame_000051.png
52,1968511,1968522,color/frame_000052.jpg,depth/frame_000052.png
53,2001833,2001866,color/frame_000053.jpg,depth/frame_000053.png
54,2035177,2035188,color/frame_000054.jpg,depth/frame_000054.png
55,2068500,2068533,color/frame_000055.jpg,depth/frame_000055.png
56,2101844,2101855,color/frame_000056.jpg,depth/frame_000056.png
57,2135177,2135200,color/frame_000057.jpg,depth/frame_000057.png
